,Speech,Product
374,think sonu nigam basic senseif wrote azan also write inconvenience caused due loud speakers hindus put series days loud speakers go days togetherno celebrity stature tweet like thissome amount inconvenience due small things whether due muslim hindus blown proportion,OAG
375,n maneka gandhi movies wow like watching something india nowadays also crime movies bdsm n femdom respect women p,OAG
376,already lost leftover respect public image need drama,CAG
377,come abusive however reveals type person might bedefinitely agood muslimread koran guidance,CAG
378,sonu nigam facing mentally problemsso ignore guys,OAG
379,almost daily,CAG
380,described army hijra govt hijra becuz able protect women past,OAG
381,said truth nothing else,CAG
382,elimenate rss first talk isis started,OAG
383,thank mr eric jayesh president india,NAG
384,hand ladies north indian kashmiris muslims say national integration laughable,OAG
385,early rise early sleepmakes man happy healthy angry azaan alarms rise early,CAG
386,agriculture live die entire lifetime,NAG
387,despicable n pervert dis n pakis r perverts,OAG
388,neel patel glad know dat ur kindof ppl still eists stay blessed,NAG
389,president jinping prioritised advancing chinas space programme strengthen national security,NAG
390,bjp running mcd ten years people still vote bjp means feel nobody else manage better present state delhi standard achieve,NAG
391,r tryin say run u still,CAG
392,person haveing black money crying people like us,NAG
393,rbi policy monday ur take tit,NAG
394,stop type loud speakers,OAG
395,sonu loudspeekers banned allowed govt authorities need arises religious cultural festival allowed use loudspeekers,OAG
396,please go rural area see facts life slow rural area come ac room see reality,NAG
397,brute,OAG
398,holding punj lloyd quite long time bought around  share continue hold,NAG
399,looking job videographeremail mail constructive dialoguevideosportmoto ramblerru,NAG
400,body plans fail demonetization step clearly states govt failed plan acting per failed planning,CAG
401,trust vote fied vote money,CAG
402,everything fine till mentioned new wave feminism destructive said would want spend hour misha rush work shes puppy wrong thats almost saying mothers work take care children treat kids like puppies gone difficult times might gone tsk sure chosen words wisely crude new age mother,CAG
403,calling comes try get answer dont say otherramdav come,NAG
404,thats always deserve slaps,OAG
405,india mutilate dead bodies soldiers also kill soldier play victim card eample pathankot pakistani armed forces respects dead body think pakistan armed forces stupid mutilate soldiers handed indian army play victim card dirty mindset indian army,OAG
406,time celebrate one black day karachi,NAG
407,really happened infibeam today highly volatile today,NAG
408,rascals r deaf n blind hearing fact video n proof given modiji idiots jus watch n understand u find gulity proof given sue modiji,OAG
409,devendra singh another possible positive share,NAG
410,elephant like modi walks talks bother street dogs barking,CAG
411,wolf sheeps clothingkeeps threatening go strike center implementing lokpal sat dharna single day hypocrite dreams bjp coming power delhi punjab shattered kejriwal,CAG
412,bharat buzy dealing tirple talak cow muslim,NAG
413,personally feel muslims live density city state india wherever masses things taking place becomes easy hide terrorists places may wrong also,OAG
414,west timescrap loc ceasefire accords  nda start surgical strike,NAG
415,bjp hindu raj possible raj,NAG
416,reservation poverty alleviation scheme social groups historically eploited marginalized rendered weaker muslims wanted window within obcs supreme court says create subwindow within obcs without breaching  barrier basis religion,CAG
417,says guy got slapped srk,CAG
418,ready bjp,NAG
419,means brain sharedreal fact thanks sharing cnbc,NAG
420,five years power bjp talks single issues beef bainlook modi changing india  ,CAG
421,mentioning mate never muslims harass eating pork,NAG
422,see day private vehicles public transportation rich poor,NAG
423,government weak taking strong actions anti nationals,CAG
424,called deserve amounts rupees tranferred account without taes taes applied used naming said amount,NAG
425,time come take firm action pakistan pl seat idlepublic anger,NAG
426,imperative upon u learn many things deeds u vivisected country invaded looted  years tried ur best destroy whole hindu civilization raped daughters etc one muslim majority state within india ethnically cleansed entire hindu population u call kafirs,OAG
427,suspected,CAG
428,ye video kisi bhi political party se kaafi upr h media cant see people stop feeding society whatever want know whats right,CAG
429,common man suffers refuse changewasnt requested open bank accounts two years backisnt enough window opportunitywell done modiji,CAG
430,anna concentrate lokpal,CAG
431,shall buy hold holding companies like bbtc kicl etc long term,NAG
432,congress man blame bjp naalites problem given congress,OAG
433,man cm didnt spare grass meant cattles supposed looted  crores worth fodder convicted criminal bail,OAG
434,see guys hes actually right like kind music wont playing loudspeaker train ill using earphonesand prayer made heart loudspeaker,CAG
435,yogeshwar thrai mam thrai mam convent schools etracting admission fees rs    simple st standard students pl something making squad control cheating habits missionary administrations eample proof st peter school asking rs  admission fee  standard quarterly fees additional yes stop,NAG
436,dont need eplain fked charades pantomimes fell thin,OAG
437,ok using condom moral right problem population increases,OAG
438,fully recovered hamstring injury zaheer khan unlikely feature thursdays encounter,NAG
439,wonder really portfolio new dispensation,NAG
440,welldone pak army slute surgical strike,CAG
441,body minds,NAG
442,atleast,NAG
443,think army capable defeating pakistan,OAG
444,aishwarya hari haran quality,NAG
445,evm fi,CAG
446,whats plan new ways working hrd approach implement,OAG
447,long arsh going see terrible heart rendering situations,OAG
448,crowd mostly women protesting opening liquor shop residential locality social point view protest okbut police supposed stand allow deterioration situation dispers crowd open road trafficthe legality opening liquor shop lies drugs liquor dept must called policethe ips working permitted law humiliating officer lady condemned,CAG
449,dont make pp fool nows u indians begest hypocrites,OAG
450,saumya jain,NAG
451,charge us rain air oygen souljai ho,CAG
